website,category,article_number,image number,alt,article_heading,article_url,['content']
https://www.ndtv.com/,NDTV_in_article,1,1,'Will Take Hisar To New Heights Of Development': Savitri Jindal Unveils 'Sankalp Patra',"""Will Take Hisar To New Heights Of Development"": Savitri Jindal Unveils 'Sankalp Patra'",https://www.ndtv.com/india-news/haryana-elections-2024-will-take-hisar-to-new-heights-of-development-savitri-jindal-unveils-sankalp-patra-6624444,"Savitri Jindal has previously served as a minister in the Haryana government Savitri Jindal, an independent candidate contesting from the Hisar Assembly seat in Haryana, released her ""Sankalp Patra"" on Sunday. In the Sankalp Patra, she expressed her commitment to the development of Hisar. On the social media platform X, Ms Jindal wrote, ""Today, I unveiled my manifesto for the development of Hisar with media colleagues. The dream that my father, OP Jindal, envisioned for Hisar will be realised over the next five years. We will first address the fundamental issues in Hisar, and then take the city to new heights of development."" आज हिसार में मीडिया साथियों के साथ अपने हिसार के विकास को लेकर अपने संकल्प पत्र का विमोचन किया। हिसार को लेकर बाऊजी ओपी जिन्दल जी ने जो सपना देखा था अगले 5 साल में हम उन्हे जरूर पूरा करेंगे। पहले हिसार में मूलभूत समस्याओं का समाधान निकालेंगे फिर हमारे शहर को विकास की नई ऊंचाइयों… pic.twitter.com/3aGGkZiDSl Savitri Jindal, a former minister and one of the richest women in India, emphasised that her father's vision must be fulfilled, starting with resolving the basic problems of Hisar before moving on to broader development initiatives. During the launch of the Sankalp Patra, she was accompanied by Madhusudan Agarwal, MD and Vice Chairman of Ajanta Pharma; Mahendra Arya, former president of the All India Transport Association; and Krishna Gorakhpuriya, Chairman of Darsel. Jindal expressed her gratitude to everyone who attended the event.  In her Sankalp Patra, Savitri Jindal prioritised local development and basic amenities, stating that resolving fundamental issues would be her first task, followed by advancing Hisar's growth. It's noteworthy that Savitri Jindal has previously served as a minister in the Haryana government and was a sitting MLA for the Hisar seat. She faced defeat in the 2014 assembly elections. For the upcoming elections, the BJP has fielded Dr. Kamal Gupta, while the Congress has nominated Ramniwas Rada for the Hisar seat. PromotedListen to the latest songs, only on JioSaavn.com Savitri Jindal, who has previously won five out of six elections, wields considerable influence thanks to her family's political legacy. Her decision to enter the race follows the denial of a BJP ticket to her, positioning her as a strong contender with a personal stake in reversing her 2014 defeat by Dr. Gupta. With a total of 21 candidates in the race, the main competition is primarily between Jindal, Rada, and Gupta. (Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)"
https://www.ndtv.com/,NDTV_in_article,2,1,'Had To Beg To Pay Son's Fees': Manish Sisodia Recounts Time After Arrest,"""Had To Beg To Pay Son's Fees"": Manish Sisodia Recounts Time After Arrest",https://www.ndtv.com/india-news/manish-sisodia-arvind-kejriwal-aap-had-to-beg-to-pay-sons-fees-manish-sisodia-recounts-time-after-arrest-6622631#pfrom=home-ndtv_topstories,"Manish Sisodia was speaking at an AAP meeting in Jantar Mantar today Manish Sisodia, senior Aam Aadmi Party (AAP) leader and Delhi's former deputy Chief Minister, said attempts were made to turn him against Chief Minister and party colleague Arvind Kejriwal following his arrest in a corruption case linked to the national capital's now-scrapped liquor policy. ""They tried to break me. I was told that Arvind Kejriwal had framed me. They told the court that Arvind Kejriwal named Manish Sisodia. I was told in the jail, 'name Kejriwal, you will be saved',"" Mr Sisodia said at a party event called Janata ki Adalat (people's court). This comes days after Mr Kejriwal resigned as Chief Minister and said he would only return to the post after the people deliver a verdict in his favour in the upcoming Assembly election in Delhi. Mr Sisodia, too, has said that he will take up a role in the Delhi government only after the people's verdict. Mr Kejriwal made the surprise announcement to resign after being granted bail in the Delhi liquor policy case. Senior AAP leader has now been sworn in as Chief Minister.  Earlier, Mr Kejriwal had alleged in the court that the media, citing CBI sources, was reporting that he had put the entire blame on Manish Sisodia. ""I have not given any statement that Sisodia is guilty or anyone else is guilty. I have said Sisodia is innocent, AAP is innocent, and I am innocent,"" he said. BJP वाले जब मेरे मेरे पास आते थे तो मैं यही जवाब देता था कि तुम लक्ष्मण को राम से अलग करने की कोशिश कर रहे हो,दुनिया के किसी रावण में इतनी ताक़त नहीं है जो लक्ष्मण को राम से अलग कर सके।@msisodia#जनता_की_अदालत_में_केजरीवालpic.twitter.com/bt9RYutqfu Addressing today's event, Mr Sisodia alleged claimed that he got offers to switch to the BJP. ""I was told, 'switch over', ' they will get you killed in jail'. I was told to think about myself, and that no one thinks about anyone in politics. I was told to think about my family, my ailing wife, and my son who is in college. I told them that you are trying to separate Laxman from Ram. No Raavan in the world has the power to do that. For 26 years, Arvind Kejriwal has been my brother and political mentor,"" he said. The AAP leader alleged that he and his party colleagues were arrested for breaking AAP. ""They could neither break us from within nor break up the party."" हम अरविंद केजरीवाल के सिपाही हैं, ना झुकेंगे और ना टूटेंगे🔥हमारे नेताओं को जेल में दिल्ली की जनता के काम रोकने के लिए डाला गया। हमारी सरकार और पार्टी को तोड़ने के लिए जेल में डाला गया। लेकिन मैं बड़े गर्व से कह रहा हूं कि ना ही हमारी पार्टी टूटी और ना ही सरकार गिरी।मुझे आम… pic.twitter.com/X2BPFCDSPg Recounting the financial difficulties he faced after his address, Mr Sisodia said, ""In 2002, when I was a journalist, I bought a flat worth Rs 5 lakh, it was taken away. I had Rs 10 lakh in my account, that was taken away too. I had to beg for help to pay my son's fees. I had told tell them that I have to pay my son's fees and ED has frozen by bank account."" PromotedListen to the latest songs, only on JioSaavn.com Mr Sisodia was in jail for nearly one-and-a-half years before he was granted bail last month. During this time, he resigned as Delhi's deputy chief minister and gave up several other portfolios he held. At the AAP gathering in Jantar Mantar today, Mr Sisodia said he knows that people are somewhat upset because Mr Kejriwal is no longer the Chief Minister. ""It is a matter of three or four months, he will be Chief Minister again."" "
https://www.ndtv.com/,NDTV_in_article,3,1,Special Team To Probe Alleged Irregularities In Tirupati Temple Body,Special Team To Probe Alleged Irregularities In Tirupati Temple Body,https://www.ndtv.com/india-news/special-investigation-team-to-probe-alleged-irregularities-in-tirupati-temple-body-amid-laddoo-row-6625298#pfrom=home-ndtv_topstories,"Andhra Pradesh Chief Minister N Chandrababu Naidu has formed a Special Investigation Team to probe the irregularities in the Tirupati temple body amid allegations of animal fat being used to adulterate the ghee for the temple laddoos. Addressing a press conference at his Undavalli residence, Mr Naidu said: ""An Inspector General level or above officer-manned SIT will be formed. It will probe all the reasons, the misuse of power and give a report to the government. The government will take stringent action to avoid recurrences (laddu adulteration), there is no compromise"". Earlier, the ruling Telugu Desam Party had alleged that the former Chairman of the Tirumala Tirupati Devasthanams (TTD) Trust, Bhumana Karunakar Reddy, and former executive officer AV Dharma Reddy had committed several irregularities in temple management over the last five years.  The party had said they will be held accountable. The Chief Minister had said he would ""clean up"" the system, alleging that the irregularities had crept in during the rule of the erstwhile YSRCP government. ""Many not-so-sacred things were done at Tirumala"" over the last five years, he had said.   He had also accused his predecessor at the top post, YS Jaganmohan Reddy, of appointing people close to him as TTD board members and using it for political gains. Last week, the Chief Minister had said animal fat had been used to make Tirupati laddoo. After that, a lab report from NDDB was released which said samples of the ghee from Tirupati tested positive for fish oil, beef tallow, and lard during the rule of the erstwhile government of YS Jaganmohan Reddy. PromotedListen to the latest songs, only on JioSaavn.com The report was dated July 17. Mr Reddy has accused Mr Naidu of being a ""habitual liar"" and written to Prime Minister Narendra Modi, urging his intervention."
https://www.ndtv.com/,NDTV_in_article,4,1,US Man Discovers He's Been Paying His Neighbour's Electric Bill For 15 Years,US Man Discovers He's Been Paying His Neighbour's Electric Bill For 15 Years,https://www.ndtv.com/world-news/us-man-discovers-hes-been-paying-his-neighbours-electric-bill-for-15-years-6625167#pfrom=home-ndtv_lateststories,"PG&E acknowledged and accepted responsibility for the mistake In a startling revelation, a resident of California discovered he had been footing the bill for his neighbour's electricity for over 15 years. According to ABC News, Ken Wilson is a Pacific Gas and Electric (PG&E) customer who has lived alone in an apartment complex in Vacaville since 2006. His suspicions were raised when his bills seemed unusually high, despite his best efforts to reduce energy consumption. An inquiry by the local power company uncovered the shocking mistake, exposing the 15-year mix-up that had Mr Wilson unknowingly shouldering the financial burden of his neighbour's electricity usage all along.  Before the discovery, Mr Wilson ha been taking proactive steps to reduce his soaring electricity bills by cutting back on usage and purchasing a device to track the wattage of his appliances. Despite these efforts, he noticed his meter bill continued to rise, even when his breaker was switched off. ''I've been trying to conserve electricity and lower my costs because it was getting really expensive. I kept going outside to check my meter… and I couldn't believe it. Even after I turned off my breakers, I kept going outside to check my meter to see if it was still running and it was still running,'' Mr Wilson told local TV station KMAX/KOVR.  Suspicious, he contacted Pacific Gas and Electric (PG&E) to investigate, presenting his findings and the measures he had taken to reduce usage. PG&E launched an inquiry and ultimately confirmed his suspicions. Turns out, he had been inadvertently paying his neighbour's electricity bill since 2009, three years after moving into his apartment. PromotedListen to the latest songs, only on JioSaavn.com ""Our preliminary investigation has found the meter number for the customer's apartment was being billed to another apartment since potentially 2009,"" a spokesperson for PG&E said. ''We sincerely apologize for the oversight and regret any inconvenience caused by the duration of this issue,'' the spokesperson added.  PG&E acknowledged and accepted responsibility for the mistake, assuring Mr Wilson that they would rectify the issue. "
https://www.ndtv.com/,NDTV_in_article,5,1,"5 Facts About Anura Kumara Dissanayake, Man Likely To Become Sri Lanka President","5 Facts About Anura Kumara Dissanayake, Man Likely To Become Sri Lanka President",https://www.ndtv.com/world-news/who-is-anura-kumara-dissanayake-leading-sri-lanka-s-presidential-vote-6622890,"Anura Kumara Dissanayake was born on November 24, 1968, in Thambuththegama. Sri Lanka's Marxist-leaning leader Anura Kumara Dissanayake has taken a commanding lead in the presidential election, winning approximately 53 per cent of the counted votes. According to Sri Lanka's Election Commission, Dissanayake, contesting for the National People's Power alliance, surpassed opposition leader Sajith Premadasa (22 per cent) and President Ranil Wickremesinghe. Here are some facts about Anura Kumara Dissanayake:  PromotedListen to the latest songs, only on JioSaavn.com"
https://www.ndtv.com/,NDTV_in_article,6,1,'Where There Is No Devotion...': Sadhguru On Tirupati Laddoo Row,"""Where There Is No Devotion..."": Sadhguru On Tirupati Laddoo Row",https://www.ndtv.com/india-news/tirupati-laddoo-row-animal-fat-where-there-is-no-devotion-there-will-be-no-sanctity-sadhguru-on-tirupati-laddoo-row-6623626#pfrom=home-ndtv_topscroll,"Amid a raging row over the alleged presence of animal fat in Tirupati Laddu, spiritual leader and Isha Foundation founder Sadhguru Jaggi Vasudev on Sunday said beef tallow in temple 'prasadam' was beyond disgusting. Advocating that the temples should be run by devotees and not by government and administrations, he said ""Where there is no Devotion, there shall be no sanctity. In a post on social media platform X, he said: ""Devotees consuming beef tallow in the Temple prasadam is beyond disgusting. This is why Temples should be run by Devotees, not by government administrations. Where there is no Devotion, there shall be no sanctity. Time the Hindu Temples are run by devout Hindus, not by government administration."" Devotees consuming beef tallow in the Temple prasadam is beyond disgusting. This is why Temples should be run by Devotees, not by government administrations. Where there is no Devotion, there shall be no sanctity. Time the Hindu Temples are run by devout Hindus, not by government… https://t.co/4c53zVro7G On Saturday, former Congress leader Acharya Pramod Krishnam expressed concern over the issue and called it a ""very dangerous conspiracy"" targeting Sanatan Dharma.  The controversy over the 'prasadam' erupted after Andhra Pradesh Chief Minister N. Chandrababu Naidu claimed on September 18 that under Y.S. Jagan Mohan Reddy's government, animal fat and substandard ingredients were used in the preparation of Tirupati laddus. He claimed that even the Tirumala laddu was made with substandard ingredients. ""They compromised on the quality of 'Annadanam' (free meals) and even contaminated the sacred Tirumala Laddu by using animal fat instead of ghee,"" he said but added that after the change of government, the laddu is being made with pure ghee. However, YSRCP MP and the Tirumala Tirupati Devasthanam's (TTD) former Chairman Y. V. Subba Reddy denied CM Naidu's claims of adulteration, clarifying that TTD used only pure cow ghee and organic products for the 'prasadam'. With the controversy refusing to die down, BJP's youth wing Bharatiya Janata Yuva Morcha (BJYM) on Sunday staged a protest at the residence of Jagan Mohan Reddy, demanding his apology over the same. PromotedListen to the latest songs, only on JioSaavn.com The controversy has sparked widespread outrage with many questioning the motive behind the act and demanding strict action against those responsible.  (Except for the headline, this story has not been edited by NDTV staff and is published from a syndicated feed.)"
https://www.ndtv.com/,NDTV_in_article,7,1,"'Art Doesn't Have Borders, But...': Raj Thackeray On Fawad Khan's Film","""Art Doesn't Have Borders, But..."": Raj Thackeray On Fawad Khan's Film",https://www.ndtv.com/india-news/ahead-of-fawad-khans-film-release-in-india-a-warning-from-raj-thackeray-6622449#pfrom=home-ndtv_topstories,"The film, directed by Bilal Lashari, is a remake of the 1979 cult classic 'Maula Jatt'. Ahead of the release of Pakistani film 'The Legend of Maula Jatt' starring Fawad Khan and Mahira Khan in India, Maharashtra Navnirman Sena (MNS) chief Raj Thackeray has issued a stern warning, stating that the film will not be allowed to screen in Maharashtra. Mr Thackeray's statement comes as the film is set to become the first Pakistani movie in over a decade to release in Indian theatres, with the premiere scheduled for October 2. Mr Thackeray criticised the release of films featuring Pakistani actors in India, claiming that cultural exchanges with Pakistan should not be tolerated, given the strained relations between the two countries. ""Art does not have national borders, this is all right in other cases, but in the case of Pakistan, this will not work at all. What is the beginning of bringing the country's actors here to dance and show their films on the single issue of hatred of India? Let alone Maharashtra, the government should not allow this movie to be screened in any state of the country,"" he questioned. ""Of course, what the rest of the states should do is their question. It is certain that this movie will not be released in Maharashtra."" फवाद खान नावाच्या पाकिस्तानी अभिनेत्याचा, 'लिजेंड ऑफ मौला जट' नावाचा सिनेमा लवकरच भारतात प्रदर्शित होणार आहे. महाराष्ट्र नवनिर्माण सेना हा सिनेमा कुठल्याही परिस्थितीत महाराष्ट्रात प्रदर्शित होऊ देणार नाही. पाकिस्तानी कलाकारांचे सिनेमे मुळात भारतात प्रदर्शित का होऊ दिले जातात?… He urged theatre owners to avoid screening the movie, recalling previous actions taken by the MNS to block similar releases. ""Everyone remembers the actions we took earlier. We do not want any conflict during the Navratri festival when this movie is slated for release, but we will not hesitate if this movie is shown in Maharashtra,"" he posted on X.   While 'The Legend of Maula Jatt' is anticipated to perform well at the box office, given Fawad Khan and Mahira Khan's popularity in India from their previous projects, the MNS has reiterated its opposition. Ameya Khopkar, president of the MNS Cinema Wing, echoed Mr Thackeray's sentiment, urging people across India to protest the film's release. ""This movie will not be released, and we will not allow any Pakistani actors or films in India. If cinemas dare to show the film, they will face consequences,"" Ameya Khopkar said, as quoted by news agency ANI.  The film, directed by Bilal Lashari, is a remake of the 1979 cult classic 'Maula Jatt' and has been a major success in Pakistan, earning Rs 400 crore globally. It is being released in India by Zee Studios in collaboration with 'Zindagi', which also featured Fawad Khan in its show 'Barzakh'. ""Navratri festival will start around the time when this movie will be released. I do not want any conflict to happen in Maharashtra. And the same will not be the wish of the Chief Minister of the state, the Home Minister and the Director General of Police of the state. And we don't want any conflict,"" Mr Thackeray said.  ""I wish that there should be no conflict in the state for any Pakistani cinema and I am sure that the government will give due attention to it,"" he added.  PromotedListen to the latest songs, only on JioSaavn.com 'The Legend of Maula Jatt' would be the first Pakistani movie to release in India since 2011's 'Bol', starring Humaima Malick and Atif Aslam. Its release was initially planned for December 2022 but faced delays. The ban on Pakistani artists working in India was implemented after the 2016 Uri terror attack, which led to tensions between the two countries and disrupted cultural exchanges, including Fawad Khan's flourishing career in Bollywood. Although Fawad and Mahira remain popular in India, the political climate continues to complicate their involvement in Indian cinema."
https://www.ndtv.com/,NDTV_in_article,8,1,Latest and Breaking News on NDTV,Opinion | Pager Attacks: What Next For Hezbollah?,https://www.ndtv.com/opinion/lebanons-pager-attacks-whats-next-for-hezbollah-6593630#pfrom=home-ndtv_opinion,"One could easily dismiss it as a spy film plot if it weren't so real: a highly sophisticated 'pager attack' purportedly by Israeli agencies has left dozens dead and opened a new front in the ongoing Gaza crisis. Nine people were reported killed and over 2,700, including civilians, were injured when a series of text pagers supposedly used by Hezbollah members exploded in various parts of the country. Iran's ambassador to Lebanon, Mojtaba Amani, was also injured in the explosions. Reports suggest Israel had intercepted the group's supply chains and laced more than 5,000 of these devices with explosives. A Taiwanese company, Gold Apollo, has denied charges that it was the provider of the consignment. Earlier, in February, Hezbollah chief Hassan Nasrallah had warned his group against the use of mobile phones.  Israel has not officially taken credit for the attack. However, the incident adds one more layer to an intricate and clandestine face-off between Israeli agencies and the Lebanese militia group as both try to avoid a full-scale confrontation.  The intent behind such an audacious attack appears to be to inflict a psychological and strategic blow rather than a tactical one. The attack would be added to a not-too-long but notable list of Israeli operations in the recent past that have primarily been designed to highlight the state's intrusions within its enemy's infrastructure, whether political, military, or technological. Examples include the use of automated AI-assisted weapons to assassinate Iranian scientist Mohsen Fakhrizadeh on the outskirts of Tehran in 2021, the elimination of Hamas chief Ismail Haniyeh in central Tehran a few months ago, and various other clandestine operations aimed at disrupting Iran's nuclear programme. The basic idea behind these operations, including ones now involving low-grade tech like pagers, is optics, to show that the Israeli state can target its detractors at the time and place of its choosing.  The cat-and-mouse game between Hezbollah and Israel has been on the brink of turning into a full conflict for months now. Recently, Israel flew fighter jets over Beirut just before a sermon by Nasrallah, to show force and awareness. It has also been on a mission to eliminate his immediate deputies, such as Fuad Shukr. Recent reports have once again suggested that Prime Minister Benjamin Netanyahu may look to remove Defense Minister Yoav Gallant, who has criticised the way decisions have been taken on the war in Gaza. Despite the political fault lines within Israel on these issues - including the far too public discrepancies between civil and military leaderships - there is a consensus to target both Hamas and Hezbollah in order to secure long-term security narratives, which were deemed lost after the October 7 terror attack. As a critical part of the 'Axis of Resistance', Hezbollah, backed by Iran, remains strong compared to Hamas, which has seen its fighting strength deplete significantly in recent months. Also, in choosing not to join Hamas in the aftermath of the October 2023 attack in Israel, Hezbollah managed to buy some time. The reason for this approach could be attributed to two lines of thinking. First, direct aggression against Israel in the country's north would in all likelihood not only invite a response of Israeli air power but that of the US as well, causing mass casualties on the ground in Lebanon, for which Hezbollah would have to be answerable. Second, there seems to be a lack of clarity on whether Iran would directly intervene in support of the said axis. For instance, Tehran hasn't yet directly responded to the killing of Haniyeh. Hezbollah thus seemingly prefers a more protracted response, causing nuisance and displacement in Israel's north instead of going for a traditional, full-scale border conflict that it very well will not be able to afford. Simultaneously, the growing tensions between Israel and Hezbollah are threatening to jeopardise diplomatic tracks being promoted by the likes of the US to put a ceasefire in place. Israeli hostages remain under Hamas captivity in Gaza, and Israeli military operations in response are set to continue. Netanyahu has made no qualms in admitting that such warfare will prevail till Hamas is eliminated. Ultimately, both Hamas and Netanyahu have, in their own way, obstructed ceasefire efforts. A political settlement today will require a prolonged secession of hostilities. While Nasrallah claims that his group does not want total war, both sides are sliding towards tactical exchanges. But even these tactical attacks can very well lead to a broader conflict.  With the latest explosions, Hezbollah's 'low-tech' pager communication network has already been busted, making it harder for the group to operate, debate, and deploy forces. In the short term, if not tactically, Israel has been managing to secure at least psychological victories against Hezbollah and its ilk. In the long term, things remain as uncertain as before. It won't be surprising if the Gaza crisis and accompanying regional tensions spill well into 2025. PromotedListen to the latest songs, only on JioSaavn.com [Kabir Taneja is a Fellow with the Strategic Studies Programme at the Observer Research Foundation. He is the author of 'The ISIS Peril: The World's Most Feared Terror Group and its Shadow on South Asia' (Penguin Viking, 2019)] Disclaimer: These are the personal opinions of the author"
https://www.ndtv.com/,NDTV_in_article,9,1,"'Could Not Die For Our Country, But Can Live For It': PM Modi In New York","""Could Not Die For Our Country, But Can Live For It"": PM Modi In New York",https://www.ndtv.com/india-news/could-not-die-for-our-country-but-can-live-for-it-pm-narendra-modi-modi-in-new-york-6625930#pfrom=home-ndtv_topscroll,"Prime Minister Narendra Modi, addressing thousands of expat Indians in New York today, said as India's first Prime Minister born after Independence, he could not give his life for the country, but he could certainly ""live for the country"".   PM Modi, who is in the US to attend the Quad summit, spoke to thousands of cheering, applauding Indians at Long Island's Nassau Coliseum -- a programme much like his hugely successful ""Howdy Modi"" community event of 2019, held in Texas. At the glittering ""Modi And US"" event, in an address garnished with glittering cultural events, PM Modi said when the freedom movement was on, thousands of people had offered up their lives.  ""I could not lay down my life for Swaraj (self rule). But I have decided that i will dedicate my life to Su-raj (good governance) and a prosperous country... I was very clear about this mission from Day One,"" PM Modi said.   ""I never thought I would become chief minister, but when I did, I became Gujarat's longest-serving Chief Minister,"" he said. ""Then people gave me a promotion and made me PM. But what I have learned by travelling the country is what has made my governance model so strong. In this third term, I am moving ahead with three times more responsibility,"" he added. In the  address, PM Modi covered multiple current events -- from the recently concluded Lok Sabha election to the return of 350-plus Indian artifacts by the US government. Calling the expat Indians the country's ambassadors ('Rashtradoot'), the Prime Minister thanked them for the respect India has earned in that country. The patriotism Indians hold in their hearts, he said, ""helps us be peaceful, law abiding global citizens... what makes India proud of its children and makes the world realise that India is the world's 'Vishwa-Bandhu'."" ""It is our Indian values and culture that makes us One,"" he added. PromotedListen to the latest songs, only on JioSaavn.com  "
https://www.ndtv.com/,NDTV_in_article,10,1,Scandinavian Airlines Flight Makes Emergency Landing After Live Mouse Found In Meal,Scandinavian Airlines Flight Makes Emergency Landing After Live Mouse Found In Meal,https://www.ndtv.com/world-news/scandinavian-airlines-flight-makes-emergency-landing-after-live-mouse-found-in-meal-6623554#pfrom=home-ndtv_lateststories,"Passengers on the flight were later flown to Malaga on a different aircraft. A Scandinavian Airlines (SAS) flight from Oslo, Norway to Malaga, Spain was forced to make an emergency landing in Copenhagen, Denmark after a passenger discovered a live mouse in their in-flight meal. As a precautionary measure, the aircraft was diverted on Wednesday. According to SAS spokesperson Oystein Schmidt, the safety of passengers and crew prompted the diversion. Upon landing, the plane underwent a thorough inspection to locate the mouse, BBC reported.  According to the BBC, airlines usually have strict restrictions about rodents on board, since they can chew through electrical wiring. Airline spokesperson Oystein Schmidt said, ''This is something that happens extremely rarely. We have established procedures for such situations, which also include a review with our suppliers to ensure this does not happen again.''  One passenger, Jarle Borrestad, wrote on Facebook: ''Believe it or not. A lady next to me at SAS opened the food and jumped a mouse out. Now we have turned around and landed at CPH [Copenhagen Airport] for flight changes.”  He further recalled taking precautions, pulling his socks over his pant legs to prevent the mouse from crawling up. Despite the shocking discovery, he noted that fellow passengers remained remarkably calm, showing no signs of stress. After a brief delay of a few hours in Copenhagen, the passengers continued their journey to Malaga on a replacement aircraft. This incident follows another rodent-related disruption last week, where a train service in southern England was stopped mid-journey due to two squirrels refusing to leave the carriage.  PromotedListen to the latest songs, only on JioSaavn.com A Great Western Railway spokesperson said: ""We can confirm that the 0854 Reading to Gatwick was terminated at Redhill after a couple of squirrels boarded the train at Gomshall without tickets, breaching railway byeclaws. We attempted to remove them at Redhill, but one refused to leave and was returned to Reading to bring an end to this nutty tail."" "
